COD_SIM,ID_EST,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,TEXTO 1,TEXTO 2,TEXTO 3,TEXTO 4,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,Constante 0-5 para 0-10,Comparador 0-10,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,,,NTS_LEC_10,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_10,CUAL_NTS_MAT_10,CUAN_CON_PROM_NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_11,CUAL_NTS_MAT_11,CUAN_CON_PROM_NTS_MAT_11,RAN_NOT_11,SUPERIOR,ALTO,BASICO,BAJO
15107003,1125682768,BAJO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",DESEMPEÑO ALTO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",BAJO,BAJO,DESEMPEÑO ALTO,BAJO,,,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",,,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",0,0,0,0,,,DESEMPEÑO BASICO,DESEMPEÑO BASICO,DESEMPEÑO ALTO,DESEMPEÑO BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14207013,1113677479,4.0,4.4,0-5,4.2,4.6,0-5,4.0,04/04/2018,04/02/2018,04/06/2018,4.1,4.4,0-5,4.2,4.6,0-5,4.1,4.4,4.2,4.6,,,4.1,4.4,4.2,4.6,,,"4,10",ALTO,"4,10","4,4",SUPERIOR,"4,4",0-5,"4,2",ALTO,"4,2",4.6,SUPERIOR,4.6,0-5,,,,
16103004,1107099473,4.3,3.5,0-5,4.4,3.5,0-5,04/03/2018,03/05/2018,04/04/2018,03/05/2018,4.3,3.5,0-5,4.4,3.5,0-5,4.3,3.5,4.4,3.5,,,4.3,3.5,4.4,3.5,,,"4,30",ALTO,"4,30","3,5",BASICO,"3,5",0-5,"4,4",ALTO,"4,4","3,5",BASICO,"3,5",0-5,,,,
14207010,97051300401,ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,ALTO,ALTO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ALTO,ALTO,ALTO,ALTO,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14207019,1115090236,4.0,4.0,0-5,4.2,3.9,0-5,4.0,4.0,04/02/2018,03/09/2018,4.1,4.1,0-5,4.2,3.9,0-5,4.1,4.1,4.2,3.9,,,4.1,4.1,4.2,3.9,,,"4,10",ALTO,"4,10","4,1",ALTO,"4,1",0-5,"4,2",ALTO,"4,2","3,9",BASICO,"3,9",0-5,,,,
14207000,1144098146,9.6,9.8,0-10,10,9.9,0-10,09/06/2018,09/08/2018,09/01/1900,09/09/2018,9.6,9.8,0-10,"10,00",9.9,0-10,#¡VALOR!,#¡VALOR!,5,#¡VALOR!,,,"4,8","4,9",5,"4,95",,,"4,80",SUPERIOR,"4,80","4,9",SUPERIOR,"4,9",0-5,5,SUPERIOR,5,"4,95",SUPERIOR,"4,95",0-5,,,,
14211093,96121823087,3.4,3.5,0-5,3.8,3.7,0-5,03/04/2018,03/05/2018,03/08/2018,03/07/2018,3.4,3.5,0-5,3.8,3.7,0-5,3.4,3.5,3.8,3.7,,,3.4,3.5,3.8,3.7,,,"3,40",BASICO,"3,40","3,5",BASICO,"3,5",0-5,"3,8",BASICO,"3,8","3,7",BASICO,"3,7",0-5,,,,
14216038,1144192629,4.7,4.3,0-5,DESEMPEÑO ALTO,DESEMPEÑO ALTO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",04/07/2018,04/03/2018,DESEMPEÑO ALTO,DESEMPEÑO ALTO,4.7,4.3,0-5,DESEMPEÑO ALTO,DESEMPEÑO ALTO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",4.7,4.3,DESEMPEÑO ALTO,DESEMPEÑO ALTO,,,4.7,4.3,DESEMPEÑO ALTO,DESEMPEÑO ALTO,,,4.7,SUPERIOR,4.7,"4,3",ALTO,"4,3",0-5,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14203025,1113685365,3.4,3.4,0-5,NO TIENE,NO TIENE,,03/04/2018,03/04/2018,NO TIENE,NO TIENE,3.4,3.4,0-5,NO TIENE,NO TIENE,,3.4,3.4,NO TIENE,NO TIENE,,,3.4,3.4,NO TIENE,NO TIENE,,,"3,40",BASICO,"3,40",3.4,SUPERIOR,3.4,0-5,,,,,,,,,,,
14207017,97072917085,4.2,3.8,0-5,4.2,4.5,0-5,04/02/2018,03/08/2018,04/02/2018,04/05/2018,4.2,3.8,0-5,4.2,4.5,0-5,4.2,3.8,4.2,4.5,,,4.2,3.8,4.2,4.5,,,"4,20",ALTO,"4,20","3,8",BASICO,"3,8",0-5,"4,2",ALTO,"4,2",4.5,SUPERIOR,4.5,0-5,,,,
14203027,97011609558,DESEMPEÑO ALTO,DESEMPEÑO ALTO,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",NO TIENE,NO TIENE,NO TIENE,DESEMPEÑO ALTO,DESEMPEÑO ALTO,NO TIENE,NO TIENE,,,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",,,NO TIENE,0,0,0,0,,,DESEMPEÑO ALTO,DESEMPEÑO ALTO,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
14203037,96071310962,BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,BASICO,BASICO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,NO TIENE,0,0,0,0,,,BASICO,BASICO,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
14203025,970411213926,3.4,3.4,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,03/04/2018,03/04/2018,NO TIENE,NO TIENE,"3,40","3,40","BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,"3,4","3,4",NO TIENE,NO TIENE,,,"3,4","3,4",NO TIENE,NO TIENE,,,"3,40",BASICO,"3,40","3,4",BASICO,"3,4","BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15203002,97041513261,BASICO,BASICO,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,BASICO,BASICO,,,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,BASICO,BASICO,BASICO,BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14207006,97070308006,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14203017,1107083385,4.0,4.0,0-5,9.38,8.5,0-10,4.0,4.0,9.38,08/05/2018,4.1,4.1,0-5,9.1,8.5,0-10,4.1,4.1,#¡VALOR!,#¡VALOR!,,,4.1,4.1,"4,55","4,25",,,"4,10",ALTO,"4,10","4,1",ALTO,"4,1",0-5,"4,55",SUPERIOR,"4,55","4,25",ALTO,"4,25",0-5,,,,
15103104,1107101271,7.3,6.8,0-10,7.1,6.0,0-10,07/03/2018,06/08/2018,07/01/2018,6.0,7.3,6.8,0-10,7.1,6.1,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"3,65","3,4","3,55","3,05",,,"3,65",BASICO,"3,65","3,4",BASICO,"3,4",0-5,"3,55",BASICO,"3,55","3,05",BASICO,"3,05",0-5,,,,
14203035,97032014660,ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,,ALTO,ALTO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,,0,0,0,0,,,ALTO,ALTO,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15103092,1144203799,4.4,4.0,0-5,5.0,4.6,0-5,04/04/2018,4.0,5.0,04/06/2018,4.4,4.1,0-5,5.1,4.6,0-5,4.4,4.1,5.1,4.6,,,4.4,4.1,5.1,4.6,,,"4,40",SUPERIOR,"4,40","4,1",ALTO,"4,1",0-5,5,SUPERIOR,5,4.6,SUPERIOR,4.6,0-5,,,,
15103043,1107092701,4.0,4.0,0-5,NO TIENE,NO TIENE,,4.0,4.0,NO TIENE,NO TIENE,4.1,4.1,0-5,NO TIENE,NO TIENE,,4.1,4.1,NO TIENE,NO TIENE,,,4.1,4.1,NO TIENE,NO TIENE,,,"4,10",ALTO,"4,10","4,1",ALTO,"4,1",0-5,,,,,,,,,,,
15103027,1144103577,4.1,3.9,0-5,3.9,3.8,0-5,04/01/2018,03/09/2018,03/09/2018,03/08/2018,4.1,3.9,0-5,3.9,3.8,0-5,4.1,3.9,3.9,3.8,,,4.1,3.9,3.9,3.8,,,"4,10",ALTO,"4,10","3,9",BASICO,"3,9",0-5,"3,9",BASICO,"3,9","3,8",BASICO,"3,8",0-5,,,,
15103060,1107511234,3.4,3.5,0-5,3.0,3.3,0-5,03/04/2018,03/05/2018,3.0,03/03/2018,3.4,3.5,0-5,3.1,3.3,0-5,3.4,3.5,3.1,3.3,,,3.4,3.5,3.1,3.3,,,"3,40",BASICO,"3,40","3,5",BASICO,"3,5",0-5,"3,1",BASICO,"3,1","3,3",BASICO,"3,3",0-5,,,,
15103023,1144097493,ALTO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,BASICO,BASICO,BASICO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ALTO,BASICO,BASICO,BASICO,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15103025,1144202095,3.7,3.9,0-5,4.2,4.5,0-5,03/07/2018,03/09/2018,04/02/2018,04/05/2018,3.7,3.9,0-5,4.2,4.5,0-5,3.7,3.9,4.2,4.5,,,3.7,3.9,4.2,4.5,,,"3,70",BASICO,"3,70","3,9",BASICO,"3,9",0-5,"4,2",ALTO,"4,2",4.5,SUPERIOR,4.5,0-5,,,,
15103076,1144203538,3.5,4.3,0-5,NO TIENE,NO TIENE,,03/05/2018,04/03/2018,NO TIENE,NO TIENE,3.5,4.3,0-5,NO TIENE,NO TIENE,,3.5,4.3,NO TIENE,NO TIENE,,,3.5,4.3,NO TIENE,NO TIENE,,,"3,50",BASICO,"3,50","4,3",ALTO,"4,3",0-5,,,,,,,,,,,
15203005,98082010629,6.1,6.8,0-10,7.7,7.4,0-10,06/01/2018,06/08/2018,07/07/2018,07/04/2018,6.1,6.8,0-10,7.7,7.4,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"3,05","3,4","3,85","3,7",,,"3,05",BASICO,"3,05","3,4",BASICO,"3,4",0-5,"3,85",BASICO,"3,85","3,7",BASICO,"3,7",0-5,,,,
15103091,98012761449,4.3,3.6,0-5,3.1,3.0,0-5,04/03/2018,03/06/2018,03/01/2018,3.0,4.3,3.6,0-5,3.1,3.1,0-5,4.3,3.6,3.1,3.1,,,4.3,3.6,3.1,3.1,,,"4,30",ALTO,"4,30","3,6",BASICO,"3,6",0-5,"3,1",BASICO,"3,1","3,1",BASICO,"3,1",0-5,,,,
15103005,1144100888,4.9,4.2,0-5,4.7,4.9,0-5,04/09/2018,04/02/2018,04/07/2018,04/09/2018,4.9,4.2,0-5,4.7,4.9,0-5,4.9,4.2,4.7,4.9,,,4.9,4.2,4.7,4.9,,,4.9,SUPERIOR,4.9,"4,2",ALTO,"4,2",0-5,4.7,SUPERIOR,4.7,4.9,SUPERIOR,4.9,0-5,,,,
15203012,1151966741,4.7,4.8,0-5,4.7,5.0,0-5,04/07/2018,04/08/2018,04/07/2018,5.0,4.7,4.8,0-5,4.7,5.1,0-5,4.7,4.8,4.7,5.1,,,4.7,4.8,4.7,5.1,,,4.7,SUPERIOR,4.7,4.8,SUPERIOR,4.8,0-5,4.7,SUPERIOR,4.7,5,SUPERIOR,5,0-5,,,,
15103047,1088346246,3.2,3.3,0-5,NO TIENE,NO TIENE,,03/02/2018,03/03/2018,NO TIENE,NO TIENE,3.2,3.3,0-5,NO TIENE,NO TIENE,,3.2,3.3,NO TIENE,NO TIENE,,,3.2,3.3,NO TIENE,NO TIENE,,,"3,20",BASICO,"3,20","3,3",BASICO,"3,3",0-5,,,,,,,,,,,
15103031,1143875490,4.2,4.3,0-5,4.0,4.3,0-5,04/02/2018,04/03/2018,4.0,04/03/2018,4.2,4.3,0-5,4.1,4.3,0-5,4.2,4.3,4.1,4.3,,,4.2,4.3,4.1,4.3,,,"4,20",ALTO,"4,20","4,3",ALTO,"4,3",0-5,"4,1",ALTO,"4,1","4,3",ALTO,"4,3",0-5,,,,
15103062,1107519867,4.2,3.2,0-5,NO TIENE,NO TIENE,,04/02/2018,03/02/2018,NO TIENE,NO TIENE,4.2,3.2,0-5,NO TIENE,NO TIENE,,4.2,3.2,NO TIENE,NO TIENE,,,4.2,3.2,NO TIENE,NO TIENE,,,"4,20",ALTO,"4,20","3,2",BASICO,"3,2",0-5,,,,,,,,,,,
15103036,1234189967,ALTO,SUPERIOR,0-5,ALTO,BASICO,0-5,ALTO,SUPERIOR,ALTO,BASICO,ALTO,SUPERIOR,0-5,ALTO,BASICO,0-5,ALTO,SUPERIOR,ALTO,BASICO,,,ALTO,SUPERIOR,ALTO,BASICO,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
15103012,1144098582,9.3,9.3,0-10,8.9,9.0,0-10,09/03/2018,09/03/2018,08/09/2018,9.0,9.3,9.3,0-10,8.9,9.1,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"4,65","4,65","4,45","4,55",,,"4,65",SUPERIOR,"4,65","4,65",SUPERIOR,"4,65",0-5,"4,45",SUPERIOR,"4,45","4,55",SUPERIOR,"4,55",0-5,,,,
15103042,1144201211,3.4,3.3,0-5,3.5,3.7,0-5,03/04/2018,03/03/2018,03/05/2018,03/07/2018,3.4,3.3,0-5,3.5,3.7,0-5,3.4,3.3,3.5,3.7,,,3.4,3.3,3.5,3.7,,,"3,40",BASICO,"3,40","3,3",BASICO,"3,3",0-5,"3,5",BASICO,"3,5","3,7",BASICO,"3,7",0-5,,,,
15103095,1144205402,4.2,4.1,0-5,NO TIENE,NO TIENE,,04/02/2018,04/01/2018,NO TIENE,NO TIENE,4.2,4.1,0-5,NO TIENE,NO TIENE,,4.2,4.1,NO TIENE,NO TIENE,,,4.2,4.1,NO TIENE,NO TIENE,,,"4,20",ALTO,"4,20","4,1",ALTO,"4,1",0-5,,,,,,,,,,,
15103065,1144205498,3.4,3.7,0-5,4.2,3.8,0-5,03/04/2018,03/07/2018,04/02/2018,03/08/2018,3.4,3.7,0-5,4.2,3.8,0-5,3.4,3.7,4.2,3.8,,,3.4,3.7,4.2,3.8,,,"3,40",BASICO,"3,40","3,7",BASICO,"3,7",0-5,"4,2",ALTO,"4,2","3,8",BASICO,"3,8",0-5,,,,
15107026,1062328220,4.4,3.0,0-5,NO TIENE,NO TIENE,,04/04/2018,3.0,NO TIENE,NO TIENE,4.4,3.1,0-5,NO TIENE,NO TIENE,,4.4,3.1,NO TIENE,NO TIENE,,,4.4,3.1,NO TIENE,NO TIENE,,,"4,40",SUPERIOR,"4,40","3,1",BASICO,"3,1",0-5,,,,,,,,,,,
15107032,1107509983,3.5,3.8,0-5,NO TIENE,NO TIENE,,03/05/2018,03/08/2018,NO TIENE,NO TIENE,3.5,3.8,0-5,NO TIENE,NO TIENE,,3.5,3.8,NO TIENE,NO TIENE,,,3.5,3.8,NO TIENE,NO TIENE,,,"3,50",BASICO,"3,50","3,8",BASICO,"3,8",0-5,,,,,,,,,,,
15107012,1107101356,4.2,4.2,0-5,NO TIENE,NO TIENE,,04/02/2018,04/02/2018,NO TIENE,NO TIENE,4.2,4.2,0-5,NO TIENE,NO TIENE,,4.2,4.2,NO TIENE,NO TIENE,,,4.2,4.2,NO TIENE,NO TIENE,,,"4,20",ALTO,"4,20","4,2",ALTO,"4,2",0-5,,,,,,,,,,,
15207001,1151964169,3.9,3.7,0-5,NO TIENE,NO TIENE,,03/09/2018,03/07/2018,NO TIENE,NO TIENE,3.9,3.7,0-5,NO TIENE,NO TIENE,,3.9,3.7,NO TIENE,NO TIENE,,,3.9,3.7,NO TIENE,NO TIENE,,,"3,90",BASICO,"3,90","3,7",BASICO,"3,7",0-5,,,,,,,,,,,
15107011,1107104064,3.8,4.2,0-5,NO TIENE,NO TIENE,,03/08/2018,04/02/2018,NO TIENE,NO TIENE,3.8,4.2,0-5,NO TIENE,NO TIENE,,3.8,4.2,NO TIENE,NO TIENE,,,3.8,4.2,NO TIENE,NO TIENE,,,"3,80",BASICO,"3,80","4,2",ALTO,"4,2",0-5,,,,,,,,,,,
15107017,1144096189,4.6,4.3,0-5,NO TIENE,NO TIENE,,04/06/2018,04/03/2018,NO TIENE,NO TIENE,4.6,4.3,0-5,NO TIENE,NO TIENE,,4.6,4.3,NO TIENE,NO TIENE,,,4.6,4.3,NO TIENE,NO TIENE,,,4.6,SUPERIOR,4.6,"4,3",ALTO,"4,3",0-5,,,,,,,,,,,
15107015,1113687841,4.0,4.1,0-5,4.2,4.2,0-5,4.0,04/01/2018,04/02/2018,04/02/2018,4.1,4.1,0-5,4.2,4.2,0-5,4.1,4.1,4.2,4.2,,,4.1,4.1,4.2,4.2,,,"4,10",ALTO,"4,10","4,1",ALTO,"4,1",0-5,"4,2",ALTO,"4,2","4,2",ALTO,"4,2",0-5,,,,
15103004,97121125840,4.9,4.6,0-5,NO TIENE,NO TIENE,,04/09/2018,04/06/2018,NO TIENE,NO TIENE,4.9,4.6,0-5,NO TIENE,NO TIENE,,4.9,4.6,NO TIENE,NO TIENE,,,4.9,4.6,NO TIENE,NO TIENE,,,4.9,SUPERIOR,4.9,4.6,SUPERIOR,4.6,0-5,,,,,,,,,,,
15103063,1143866579,3.4,3.3,0-5,3.7,3.8,0-5,03/04/2018,03/03/2018,03/07/2018,03/08/2018,3.4,3.3,0-5,3.7,3.8,0-5,3.4,3.3,3.7,3.8,,,3.4,3.3,3.7,3.8,,,"3,40",BASICO,"3,40","3,3",BASICO,"3,3",0-5,"3,7",BASICO,"3,7","3,8",BASICO,"3,8",0-5,,,,
15107018,97072022827,3.0,3.9,0-5,NO TIENE,NO TIENE,,3.0,03/09/2018,NO TIENE,NO TIENE,3.1,3.9,0-5,NO TIENE,NO TIENE,,3.1,3.9,NO TIENE,NO TIENE,,,3.1,3.9,NO TIENE,NO TIENE,,,"3,10",BASICO,"3,10","3,9",BASICO,"3,9",0-5,,,,,,,,,,,
15107028,97091511006,ALTO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,,ALTO,BASICO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,,0,0,0,0,,,ALTO,BASICO,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15103067,97060217428,4.1,4.6,0-5,NO TIENE,NO TIENE,,04/01/2018,04/06/2018,NO TIENE,NO TIENE,4.1,4.6,0-5,NO TIENE,NO TIENE,,4.1,4.6,NO TIENE,NO TIENE,,,4.1,4.6,NO TIENE,NO TIENE,,,"4,10",ALTO,"4,10",4.6,SUPERIOR,4.6,0-5,,,,,,,,,,,
15103038,1144202080,3.9,4.7,0-5,NO TIENE,NO TIENE,,03/09/2018,04/07/2018,NO TIENE,NO TIENE,3.9,4.7,0-5,NO TIENE,NO TIENE,,3.9,4.7,NO TIENE,NO TIENE,,,3.9,4.7,NO TIENE,NO TIENE,,,"3,90",BASICO,"3,90",4.7,SUPERIOR,4.7,0-5,,,,,,,,,,,
15103049,97111915826,ALTO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,,ALTO,BASICO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,,0,0,0,0,,,ALTO,BASICO,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15103022,1143967194,4.4,4.7,0-5,NO TIENE,NO TIENE,,04/04/2018,04/07/2018,NO TIENE,NO TIENE,4.4,4.7,0-5,NO TIENE,NO TIENE,,4.4,4.7,NO TIENE,NO TIENE,,,4.4,4.7,NO TIENE,NO TIENE,,,"4,40",SUPERIOR,"4,40",4.7,SUPERIOR,4.7,0-5,,,,,,,,,,,
15103029,97110712883,3.5,3.8,0-5,NO TIENE,NO TIENE,,03/05/2018,03/08/2018,NO TIENE,NO TIENE,3.5,3.8,0-5,NO TIENE,NO TIENE,,3.5,3.8,NO TIENE,NO TIENE,,,3.5,3.8,NO TIENE,NO TIENE,,,"3,50",BASICO,"3,50","3,8",BASICO,"3,8",0-5,,,,,,,,,,,
15103055,96101618398,4.3,3.6,0-5,NO TIENE,NO TIENE,,04/03/2018,03/06/2018,NO TIENE,NO TIENE,4.3,3.6,0-5,NO TIENE,NO TIENE,,4.3,3.6,NO TIENE,NO TIENE,,,4.3,3.6,NO TIENE,NO TIENE,,,"4,30",ALTO,"4,30","3,6",BASICO,"3,6",0-5,,,,,,,,,,,
15103041,1144200571,3.5,3.9,0-5,ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",03/05/2018,03/09/2018,ALTO,ALTO,3.5,3.9,0-5,ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",3.5,3.9,ALTO,ALTO,,,3.5,3.9,ALTO,ALTO,,,"3,50",BASICO,"3,50","3,9",BASICO,"3,9",0-5,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
15103022,1143967194,NO TIENE,,,4.4,4.2,0-5,NO TIENE,30/12/1899,04/04/2018,04/02/2018,,0.1,,4.4,4.2,0-5,0,0.1,4.4,4.2,,,NO TIENE,0.1,4.4,4.2,,,,,,,,,,"4,4",ALTO,"4,4","4,2",ALTO,"4,2",0-5,,,,
15103029,97110712883,3.5,3.8,0-5,NO TIENE,NO TIENE,NO TIENE,03/05/2018,03/08/2018,NO TIENE,NO TIENE,3.5,3.8,0-5,NO TIENE,NO TIENE,NO TIENE,3.5,3.8,NO TIENE,NO TIENE,,,3.5,3.8,NO TIENE,NO TIENE,,,"3,50",BASICO,"3,50","3,8",BASICO,"3,8",0-5,,,,,,,,,,,
15103049,97111915826,4.5,3.2,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,04/05/2018,03/02/2018,NO TIENE,NO TIENE,"4,50","3,20","BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,"4,5","3,2",NO TIENE,NO TIENE,,,"4,5","3,2",NO TIENE,NO TIENE,,,"4,50",SUPERIOR,"4,50","3,2",BASICO,"3,2",0-5,,,,,,,,,,,
15103038,97062814580,3.9,4,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,03/09/2018,03/01/1900,NO TIENE,NO TIENE,"3,90","4,00","BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,"3,9",4,NO TIENE,NO TIENE,,,"3,9",4,NO TIENE,NO TIENE,,,"3,90",BASICO,"3,90",4,ALTO,4,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
15103067,97060217428,4.1,3.6,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,04/01/2018,03/06/2018,NO TIENE,NO TIENE,"4,10","3,60","BAJO, BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,"4,1","3,6",NO TIENE,NO TIENE,,,"4,1","3,6",NO TIENE,NO TIENE,,,"4,10",ALTO,"4,10","3,6",BASICO,"3,6","BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
16103102,99062304428,3.3,3.0,0-5,3.9,3.6,0-5,03/03/2018,3.0,03/09/2018,03/06/2018,3.3,3.1,0-5,3.9,3.6,0-5,3.3,3.1,3.9,3.6,,,3.3,3.1,3.9,3.6,,,"3,30",BASICO,"3,30","3,1",BASICO,"3,1",0-5,"3,9",BASICO,"3,9","3,6",BASICO,"3,6",0-5,,,,
16103083,1006178829,4.3,4.7,0-5,4.2,5.0,0-5,04/03/2018,04/07/2018,04/02/2018,5.0,4.3,4.7,0-5,4.2,5.1,0-5,4.3,4.7,4.2,5.1,,,4.3,4.7,4.2,5.1,,,"4,30",ALTO,"4,30",4.7,SUPERIOR,4.7,0-5,"4,2",ALTO,"4,2",5,SUPERIOR,5,0-5,,,,
